pose1test (1).jpg,128.0,81.0,0.80823696,139.0,71.0,0.7385267,118.0,70.0,0.6328335,153.0,73.0,0.84035826,105.0,72.0,0.8147837,182.0,129.0,0.87919754,79.0,128.0,0.9080197,193.0,213.0,0.7228101,67.0,216.0,0.86709976,201.0,291.0,0.92876613,61.0,293.0,0.81745553,151.0,265.0,0.74038815,97.0,269.0,0.86675507,152.0,324.0,0.55023956,108.0,427.0,0.8765343,147.0,473.0,0.83501965,128.0,380.0,0.47256708
pose1test (10).jpg,334.0,80.0,0.8199822,327.0,67.0,0.6511475,329.0,68.0,0.69845426,298.0,71.0,0.83611023,300.0,73.0,0.8656668,288.0,126.0,0.7592459,264.0,123.0,0.8730313,276.0,223.0,0.42003986,265.0,227.0,0.8621035,308.0,298.0,0.23150377,276.0,324.0,0.4159627,285.0,291.0,0.7778397,286.0,292.0,0.7873609,279.0,425.0,0.7089896,431.0,287.0,0.8041841,143.0,431.0,0.26971546,419.0,426.0,0.8909172
pose1test (11).jpg,219.0,84.0,0.8309801,232.0,72.0,0.83628094,223.0,71.0,0.68468744,271.0,78.0,0.7806318,253.0,74.0,0.7273319,301.0,146.0,0.89375895,242.0,137.0,0.9172391,312.0,255.0,0.8060575,249.0,238.0,0.72846603,302.0,348.0,0.7472724,234.0,325.0,0.76639825,281.0,308.0,0.84121186,241.0,297.0,0.9275826,293.0,468.0,0.75828516,115.0,299.0,0.8613895,419.0,438.0,0.8465382,129.0,448.0,0.7924079
pose1test (12).jpg,279.0,78.0,0.7099328,274.0,66.0,0.7780112,274.0,66.0,0.8013764,247.0,70.0,0.56540084,251.0,72.0,0.7028433,194.0,133.0,0.7360846,264.0,152.0,0.7558175,202.0,237.0,0.41589004,255.0,248.0,0.45667017,228.0,319.0,0.17151797,269.0,331.0,0.53211725,219.0,294.0,0.74223405,236.0,296.0,0.64795053,370.0,271.0,0.25504512,372.0,271.0,0.67430645,363.0,408.0,0.37561435,363.0,406.0,0.60190606
pose1test (13).jpg,1043.0,1422.0,0.7605471,956.0,1358.0,0.7570697,913.0,1506.0,0.7489859,977.0,1421.0,0.50200564,933.0,1767.0,0.8577382,1374.0,1435.0,0.5857756,1552.0,1892.0,0.7836111,1841.0,1281.0,0.3437644,2354.0,1898.0,0.8588697,2273.0,1292.0,0.20446827,2948.0,1652.0,0.690701,2237.0,1254.0,0.8430248,2492.0,1505.0,0.7527393,2256.0,647.0,0.5358319,3170.0,1537.0,0.66793805,2868.0,782.0,0.81766635,3072.0,1581.0,0.27908114
pose1test (14).jpg,925.0,1812.0,0.46226728,820.0,1731.0,0.599645,824.0,1934.0,0.6029695,801.0,1550.0,0.5536619,864.0,2028.0,0.77986,1190.0,1305.0,0.7385328,1314.0,2235.0,0.6833673,1910.0,1222.0,0.5834067,2057.0,2203.0,0.84644175,2259.0,1081.0,0.15481782,2634.0,2088.0,0.86651725,2161.0,1344.0,0.61923254,2305.0,1740.0,0.7569604,2756.0,727.0,0.8513601,3166.0,1595.0,0.6689707,3383.0,699.0,0.55012107,3440.0,674.0,0.40311688
pose1test (15).jpg,1721.0,689.0,0.6675669,1767.0,586.0,0.78731084,1608.0,602.0,0.8379428,1766.0,599.0,0.5396863,1401.0,663.0,0.63202727,1799.0,1073.0,0.8158274,1210.0,1128.0,0.7575915,1787.0,1605.0,0.7994313,1108.0,1806.0,0.8393374,1861.0,2039.0,0.6895974,1143.0,2322.0,0.6017869,1622.0,2014.0,0.5943059,1321.0,2035.0,0.609756,1488.0,2681.0,0.40889975,1768.0,2596.0,0.7516537,1153.0,2415.0,0.20130832,1588.0,3469.0,0.8169774
pose1test (16).jpg,741.0,811.0,0.39498836,728.0,745.0,0.39413786,783.0,716.0,0.32713607,857.0,769.0,0.556727,1201.0,695.0,0.3003122,871.0,1472.0,0.5568567,1552.0,1235.0,0.78446054,835.0,2338.0,0.6931478,1625.0,1919.0,0.49820513,665.0,2800.0,0.6675133,1517.0,2317.0,0.42301336,1153.0,2527.0,0.68297887,1502.0,2403.0,0.50664866,1327.0,3168.0,0.46016556,1176.0,3068.0,0.38485578,2134.0,3552.0,0.459536,1350.0,3685.0,0.3089345
pose1test (17).jpg,836.0,1680.0,0.6164144,748.0,1572.0,0.44879597,736.0,1694.0,0.650896,740.0,1295.0,0.63795805,735.0,1642.0,0.6701599,1209.0,1081.0,0.7667976,1114.0,1739.0,0.5600065,1881.0,1024.0,0.54281723,1712.0,1798.0,0.3359761,2385.0,1130.0,0.54400945,2175.0,1788.0,0.40707177,2162.0,1331.0,0.7102774,2140.0,1691.0,0.5612134,2706.0,1800.0,0.5345545,2609.0,1806.0,0.43667075,3224.0,1472.0,0.13707621,2753.0,1373.0,0.20449823
pose1test (18).jpg,464.0,1695.0,0.280772,401.0,1806.0,0.4581021,406.0,1611.0,0.41600546,548.0,1991.0,0.41606277,543.0,1473.0,0.38965026,1184.0,2157.0,0.72338223,1272.0,1079.0,0.6945901,1982.0,2115.0,0.24212171,1917.0,1056.0,0.56965345,2316.0,2160.0,0.40609592,2272.0,1145.0,0.515272,2261.0,2049.0,0.23917039,2375.0,1514.0,0.3217864,2836.0,1516.0,0.4468161,2382.0,1389.0,0.16677542,2334.0,2108.0,0.26244986,2349.0,1158.0,0.49988493
pose1test (19).jpg,1220.0,1730.0,0.7110126,1148.0,1667.0,0.72873414,1135.0,1805.0,0.7568699,1165.0,1576.0,0.46177542,1175.0,1880.0,0.67270577,1488.0,1433.0,0.76514167,1506.0,2010.0,0.59980977,1971.0,1366.0,0.6731114,1990.0,2086.0,0.80886626,2184.0,1316.0,0.22686015,2355.0,1980.0,0.29162756,2162.0,1513.0,0.46969205,2273.0,1895.0,0.5975052,2538.0,1273.0,0.48187444,2707.0,1709.0,0.24238607,3168.0,1207.0,0.2812564,2772.0,1656.0,0.17750955
pose1test (2).jpg,143.0,94.0,0.78924954,152.0,82.0,0.75947595,146.0,82.0,0.6851287,186.0,82.0,0.58447814,175.0,81.0,0.53202415,223.0,145.0,0.9122314,154.0,137.0,0.8984967,232.0,242.0,0.9009687,161.0,223.0,0.68967545,223.0,323.0,0.8639926,166.0,291.0,0.26545638,198.0,291.0,0.8735416,167.0,287.0,0.81722206,68.0,324.0,0.8570994,174.0,433.0,0.9180608,83.0,468.0,0.90462184,280.0,386.0,0.8814662
pose1test (20).jpg,1346.0,1725.0,0.68032753,1272.0,1718.0,0.81232023,1274.0,1830.0,0.79766405,1275.0,1827.0,0.4994915,1292.0,2057.0,0.75333345,1558.0,1660.0,0.7122189,1715.0,2305.0,0.88353765,2167.0,1607.0,0.4940378,2341.0,2387.0,0.64591897,2294.0,1568.0,0.2836358,2858.0,2277.0,0.8055343,2512.0,1684.0,0.7082208,2742.0,2025.0,0.73377854,2761.0,1105.0,0.38670292,2808.0,1118.0,0.58093774,3295.0,1164.0,0.51306975,3313.0,1158.0,0.36672166
