foto.jpg,204.0,72.0,0.778885,214.0,60.0,0.693612,192.0,60.0,0.8500675,227.0,66.0,0.82545394,175.0,64.0,0.7274039,253.0,128.0,0.8738571,143.0,127.0,0.84483933,268.0,222.0,0.86328554,126.0,218.0,0.73401207,281.0,305.0,0.8941013,106.0,304.0,0.67105716,227.0,275.0,0.8601998,165.0,275.0,0.84508866,226.0,338.0,0.13164271,175.0,301.0,0.62467957,224.0,431.0,0.16597511,179.0,451.0,0.8263368
foto1.jpg,334.0,80.0,0.8199822,327.0,67.0,0.6511475,329.0,68.0,0.69845426,298.0,71.0,0.83611023,300.0,73.0,0.8656668,288.0,126.0,0.7592459,264.0,123.0,0.8730313,276.0,223.0,0.42003986,265.0,227.0,0.8621035,308.0,298.0,0.23150377,276.0,324.0,0.4159627,285.0,291.0,0.7778397,286.0,292.0,0.7873609,279.0,425.0,0.7089896,431.0,287.0,0.8041841,143.0,431.0,0.26971546,419.0,426.0,0.8909172
foto11.jpg,235.0,81.0,0.7522547,241.0,68.0,0.65525717,241.0,68.0,0.66142535,269.0,72.0,0.82566124,268.0,71.0,0.7168843,305.0,134.0,0.8803387,289.0,133.0,0.8547945,305.0,241.0,0.6742686,295.0,231.0,0.5518179,293.0,330.0,0.6759794,283.0,316.0,0.37407413,295.0,298.0,0.89008164,293.0,295.0,0.7360498,144.0,290.0,0.74615437,295.0,426.0,0.5586922,153.0,424.0,0.839737,417.0,424.0,0.6469294
foto2.jpg,189.0,76.0,0.6011579,197.0,66.0,0.7865213,196.0,65.0,0.7107631,233.0,72.0,0.8131517,231.0,69.0,0.80758446,260.0,133.0,0.7727721,239.0,127.0,0.845726,257.0,257.0,0.88336253,239.0,245.0,0.7263571,244.0,352.0,0.8874644,231.0,337.0,0.5821489,257.0,299.0,0.9505179,230.0,289.0,0.9179191,254.0,464.0,0.9242405,97.0,279.0,0.8059958,396.0,453.0,0.8088219,110.0,419.0,0.87075275
foto22.jpg,295.0,75.0,0.8396797,287.0,63.0,0.791842,286.0,64.0,0.8203634,252.0,69.0,0.6740544,249.0,69.0,0.7960418,240.0,130.0,0.7835174,225.0,135.0,0.9163281,238.0,246.0,0.7206665,224.0,255.0,0.9136592,257.0,336.0,0.58110154,240.0,351.0,0.88555413,254.0,289.0,0.9180205,230.0,296.0,0.9059164,387.0,276.0,0.8704423,229.0,461.0,0.9028539,376.0,417.0,0.9317991,84.0,452.0,0.9012834
foto3.jpg,219.0,84.0,0.8309801,232.0,72.0,0.83628094,223.0,71.0,0.68468744,271.0,78.0,0.7806318,253.0,74.0,0.7273319,301.0,146.0,0.89375895,242.0,137.0,0.9172391,312.0,255.0,0.8060575,249.0,238.0,0.72846603,302.0,348.0,0.7472724,234.0,325.0,0.76639825,281.0,308.0,0.84121186,241.0,297.0,0.9275826,293.0,468.0,0.75828516,115.0,299.0,0.8613895,419.0,438.0,0.8465382,129.0,448.0,0.7924079
foto33.jpg,270.0,83.0,0.81118023,266.0,70.0,0.7228475,257.0,71.0,0.80317557,238.0,73.0,0.7018819,219.0,75.0,0.7211748,248.0,132.0,0.8324113,190.0,145.0,0.9074036,233.0,233.0,0.6172137,176.0,254.0,0.9600159,254.0,323.0,0.66340095,186.0,347.0,0.7564517,246.0,290.0,0.88049185,208.0,300.0,0.9140879,374.0,298.0,0.8518765,199.0,467.0,0.8799107,359.0,450.0,0.7547284,69.0,433.0,0.8516003
foto4.jpg,242.0,70.0,0.7198143,237.0,58.0,0.8454106,233.0,58.0,0.7180195,211.0,60.0,0.6903042,202.0,60.0,0.6045935,233.0,127.0,0.84962523,158.0,122.0,0.9480017,234.0,219.0,0.53679687,138.0,221.0,0.81943524,239.0,271.0,0.3785792,134.0,315.0,0.7781161,212.0,280.0,0.86893004,176.0,280.0,0.8465019,207.0,422.0,0.8622711,301.0,288.0,0.8481861,101.0,402.0,0.42108253,297.0,434.0,0.898494
foto44.jpg,160.0,70.0,0.5830877,169.0,59.0,0.6640767,163.0,58.0,0.7963834,198.0,60.0,0.61914253,187.0,59.0,0.6814931,244.0,124.0,0.91780895,169.0,123.0,0.7687307,265.0,225.0,0.8368482,168.0,198.0,0.7123445,269.0,316.0,0.6542518,164.0,253.0,0.22536387,227.0,278.0,0.8363793,188.0,276.0,0.8032187,100.0,290.0,0.8367628,198.0,423.0,0.88324356,105.0,439.0,0.7133256,299.0,396.0,0.2887536
foto5.jpg,279.0,78.0,0.7099328,274.0,66.0,0.7780112,274.0,66.0,0.8013764,247.0,70.0,0.56540084,251.0,72.0,0.7028433,194.0,133.0,0.7360846,264.0,152.0,0.7558175,202.0,237.0,0.41589004,255.0,248.0,0.45667017,228.0,319.0,0.17151797,269.0,331.0,0.53211725,219.0,294.0,0.74223405,236.0,296.0,0.64795053,370.0,271.0,0.25504512,372.0,271.0,0.67430645,363.0,408.0,0.37561435,363.0,406.0,0.60190606
